"shapeid"|"x"|"y"
"0"|"-65.3795273398"|"-9.33285549658"
"0"|"-65.3774931539"|"-9.32443631078"
"0"|"-65.351220827"|"-9.32311967521"
"0"|"-65.3426682753"|"-9.30947048433"
"0"|"-65.3004125241"|"-9.28708409253"
"0"|"-65.284159938"|"-9.27027684769"
"0"|"-65.2466386627"|"-9.25767408591"
"0"|"-65.2400464195"|"-9.26143715991"
"0"|"-65.2117479979"|"-9.27900307618"
"0"|"-65.2080016031"|"-9.28564282069"
"0"|"-65.2071291102"|"-9.29364673169"
"0"|"-65.2109908019"|"-9.30103869044"
"0"|"-65.2089319163"|"-9.30965204901"
"0"|"-65.1882999374"|"-9.34486105709"
"0"|"-65.1969655573"|"-9.36744943804"
"0"|"-65.1961344533"|"-9.37527334846"
"0"|"-65.1735193778"|"-9.38545896046"
"0"|"-65.17462856"|"-9.39379064742"
"0"|"-65.1867980809"|"-9.41503540897"
"0"|"-65.1854386473"|"-9.42704099762"
"0"|"-65.1845991994"|"-9.42700072085"
"0"|"-65.1772986146"|"-9.42664656294"
"0"|"-65.15510493"|"-9.43716856427"
"0"|"-65.1428551724"|"-9.44682166128"
"0"|"-65.1136919826"|"-9.43278860778"
"0"|"-65.0978235861"|"-9.4325252948"
"0"|"-65.0888840963"|"-9.42509084274"
"0"|"-65.0922643664"|"-9.4093963527"
"0"|"-65.0860529468"|"-9.40479995998"
"0"|"-65.0847304407"|"-9.40418273788"
"0"|"-65.0779012427"|"-9.40099079409"
"0"|"-65.0535186476"|"-9.40215082936"
"0"|"-65.0476072273"|"-9.39620359932"
"0"|"-65.0468819347"|"-9.38727802125"
"0"|"-65.0356521513"|"-9.37482800329"
"0"|"-65.0392813121"|"-9.35959268061"
"0"|"-65.0300051602"|"-9.35658185154"
"0"|"-65.0243831898"|"-9.35390324076"
"0"|"-65.0219915032"|"-9.3460157231"
"0"|"-65.0172098152"|"-9.3442626692"
"0"|"-65.0058186579"|"-9.3435407378"
"0"|"-65.0126781098"|"-9.32868791179"
"0"|"-65.0018269413"|"-9.31791039752"
"0"|"-65.0004863628"|"-9.30462341968"
"0"|"-64.9861529558"|"-9.29194062703"
"0"|"-64.9628498087"|"-9.2927881597"
"0"|"-64.9539091993"|"-9.27893452347"
"0"|"-64.9536233548"|"-9.27128311462"
"0"|"-64.940651347"|"-9.26241199681"
"0"|"-64.9360482645"|"-9.2558228186"
"0"|"-64.9327946204"|"-9.24059917118"
"0"|"-64.9214581702"|"-9.22829970865"
"0"|"-64.9196512081"|"-9.22029107851"
"0"|"-64.9265112159"|"-9.20547603011"
"0"|"-64.9237073063"|"-9.19814768083"
"0"|"-64.9318737104"|"-9.18493680168"
"0"|"-64.9289611893"|"-9.17764650818"
"0"|"-64.933594233"|"-9.15441116233"
"0"|"-64.9392842477"|"-9.14831419427"
"0"|"-64.9402961755"|"-9.13236915031"
"0"|"-64.9398992193"|"-9.12457662996"
"0"|"-64.9334350215"|"-9.12035273805"
"0"|"-64.9156496138"|"-9.0746251381"
"0"|"-64.9193190419"|"-9.05057395768"
"0"|"-64.9172351351"|"-9.04315032925"
"0"|"-64.9015100771"|"-9.04669674765"
"0"|"-64.8940675436"|"-9.04371174906"
"0"|"-64.8872022199"|"-9.02922144095"
"0"|"-64.8705337983"|"-9.01220280502"
"0"|"-64.8392919839"|"-8.99412251784"
"0"|"-64.8164432721"|"-8.98665863755"
"0"|"-64.7994254248"|"-8.98547476691"
"0"|"-64.7872689912"|"-8.98846117923"
"0"|"-64.7779267394"|"-8.99455676312"
"0"|"-64.7611455944"|"-9.02059435501"
"0"|"-64.7535347308"|"-9.02076019843"
"0"|"-64.732250747"|"-9.01314464908"
"0"|"-64.7093459062"|"-8.99220323209"
"0"|"-64.7034192129"|"-8.98990017772"
"0"|"-64.6935588959"|"-8.99018324648"
"0"|"-64.6833149703"|"-8.99362882434"
"0"|"-64.6713396715"|"-9.01480917502"
"0"|"-64.6576701638"|"-9.00822500764"
"0"|"-64.6415014857"|"-9.00665724599"
"0"|"-64.6110383202"|"-9.01646370015"
"0"|"-64.6002199383"|"-9.01248203624"
"0"|"-64.5879234961"|"-9.0095200992"
"0"|"-64.5793656733"|"-9.00126536514"
"0"|"-64.5788159325"|"-8.9884267195"
"0"|"-64.5688431189"|"-8.99178618572"
"0"|"-64.5603958523"|"-8.98369339635"
"0"|"-64.5500855261"|"-8.97828117222"
"0"|"-64.5335896237"|"-8.97628090967"
"0"|"-64.4963328102"|"-8.97906874193"
"0"|"-64.4711421461"|"-8.97375570336"
"0"|"-64.4554226433"|"-8.97787129001"
"0"|"-64.4465331617"|"-8.97688268733"
"0"|"-64.433199486"|"-8.96849323642"
"0"|"-64.4084196535"|"-8.96066352358"
"0"|"-64.3798828535"|"-8.94674546514"
"0"|"-64.323357046"|"-8.92887298603"
"0"|"-64.3155272928"|"-8.92955716437"
"0"|"-64.3127872845"|"-8.93181606298"
"0"|"-64.3095269969"|"-8.93450440787"
"0"|"-64.3129953647"|"-8.95058778169"
"0"|"-64.3260301769"|"-8.97984423567"
"0"|"-64.3252462953"|"-8.98808259289"
"0"|"-64.3112768048"|"-8.99648207823"
"0"|"-64.2976384156"|"-8.99620765016"
"0"|"-64.2650277174"|"-8.98839378047"
"0"|"-64.2331625926"|"-8.99232022031"
"0"|"-64.1749695372"|"-8.96058270443"
"0"|"-64.1494069307"|"-8.95894939847"
"0"|"-64.143387177"|"-8.95354466859"
"0"|"-64.1417227151"|"-8.94506381351"
"0"|"-64.1516588066"|"-8.89724561112"
"0"|"-64.1487476534"|"-8.8731022134"
"0"|"-64.1556129282"|"-8.84834380179"
"0"|"-64.1581590433"|"-8.84317906186"
"0"|"-64.1551609659"|"-8.8354276548"
"0"|"-64.1357144788"|"-8.82040180299"
"0"|"-64.1294130452"|"-8.80517510102"
"0"|"-64.1447180722"|"-8.77645972322"
"0"|"-64.1430210795"|"-8.74304490843"
"0"|"-64.1308232262"|"-8.72217458631"
"0"|"-64.1245479161"|"-8.71672652291"
"0"|"-64.1112142609"|"-8.72518295204"
"0"|"-64.0947211418"|"-8.72837687009"
"0"|"-64.0751071538"|"-8.71312018386"
"0"|"-64.0673512858"|"-8.71073879761"
"0"|"-64.0278225187"|"-8.71567885971"
"0"|"-64.035436134"|"-8.69356934291"
"0"|"-64.016381302"|"-8.66769456978"
"0"|"-64.0191307489"|"-8.6604603791"
"0"|"-64.0166562846"|"-8.65251341489"
"0"|"-64.005126502"|"-8.64176089798"
"0"|"-64.0047962036"|"-8.62592363075"
"0"|"-63.9959786602"|"-8.6199369575"
"0"|"-63.9910480813"|"-8.61742667844"
"0"|"-63.9861621895"|"-8.58564770409"
"0"|"-63.9802166035"|"-8.58070186365"
"0"|"-63.9724935184"|"-8.5824663224"
"0"|"-63.9671015583"|"-8.58789717781"
"0"|"-63.9655515617"|"-8.59593970281"
"0"|"-63.9540445836"|"-8.60726641586"
"0"|"-63.9459062196"|"-8.60949893204"
"0"|"-63.9245210906"|"-8.57553830421"
"0"|"-63.9231230097"|"-8.55930714792"
"0"|"-63.9331483264"|"-8.55736546369"
"0"|"-63.945573647"|"-8.55051265133"
"0"|"-63.9437405552"|"-8.52661814008"
"0"|"-63.9661286774"|"-8.50540249668"
"0"|"-63.9744570233"|"-8.4872510455"
"0"|"-63.9731306185"|"-8.47846102166"
"0"|"-63.9407898989"|"-8.45227709513"
"0"|"-63.9390412678"|"-8.4415623439"
"0"|"-63.9536793675"|"-8.42797784286"
"0"|"-63.9778477908"|"-8.42014668068"
"0"|"-63.9769069413"|"-8.40975192944"
"0"|"-63.9453256746"|"-8.38783912503"
"0"|"-63.9440750474"|"-8.3312017395"
"0"|"-63.931738878"|"-8.32470562377"
"0"|"-63.9107874074"|"-8.32853788147"
"0"|"-63.904293762"|"-8.32207314791"
"0"|"-63.8948784221"|"-8.30204448919"
"0"|"-63.881955023"|"-8.29124419475"
"0"|"-63.8707099739"|"-8.28883364512"
"0"|"-63.868358576"|"-8.2894517052"
"0"|"-63.867437461"|"-8.28933170591"
"0"|"-63.8470743282"|"-8.29504535727"
"0"|"-63.8252884179"|"-8.30616680394"
"0"|"-63.7911810865"|"-8.33322831168"
"0"|"-63.7815454865"|"-8.32925414452"
"0"|"-63.7734582209"|"-8.32074579557"
"0"|"-63.7651378905"|"-8.30513881488"
"0"|"-63.7600139641"|"-8.29111850177"
"0"|"-63.7465122173"|"-8.27018317788"
"0"|"-63.7227095949"|"-8.2495123109"
"0"|"-63.7485118759"|"-8.20788132505"
"0"|"-63.7469851922"|"-8.19859657713"
"0"|"-63.7301214903"|"-8.18019959747"
"0"|"-63.693370202"|"-8.15836374114"
"0"|"-63.6763734301"|"-8.12787644756"
"0"|"-63.6698450628"|"-8.12175754784"
"0"|"-63.6623977863"|"-8.10118471719"
"0"|"-63.6688997472"|"-8.09191829337"
"0"|"-63.6669494497"|"-8.08161687597"
"0"|"-63.6508207546"|"-8.06645379327"
"0"|"-63.6387062382"|"-8.04720680488"
"0"|"-63.6265675699"|"-8.04119818937"
"0"|"-63.621727259"|"-8.02962427124"
"0"|"-63.6263983744"|"-8.01612755895"
"0"|"-63.6207371875"|"-7.96930881373"
"0"|"-63.5346832242"|"-7.97434059083"
"0"|"-63.5004794729"|"-7.97633646805"
"0"|"-63.3276815283"|"-7.97630804803"
"0"|"-62.8665584689"|"-7.97588383318"
"0"|"-62.8533017587"|"-7.98757777298"
"0"|"-62.8449967222"|"-7.98654583448"
"0"|"-62.8415508836"|"-7.99498725339"
"0"|"-62.8327744566"|"-7.99438448342"
"0"|"-62.8209441508"|"-8.01451011457"
"0"|"-62.8099377271"|"-8.02535516043"
"0"|"-62.7861404044"|"-8.02635741211"
"0"|"-62.7439127452"|"-8.04530057339"
"0"|"-62.724370742"|"-8.06744871959"
"0"|"-62.7127701515"|"-8.0805979401"
"0"|"-62.6922203552"|"-8.09292355693"
"0"|"-62.6904948012"|"-8.10091886153"
"0"|"-62.6787803184"|"-8.1114591852"
"0"|"-62.685439797"|"-8.11645280442"
"0"|"-62.6740511603"|"-8.13696649211"
"0"|"-62.6729697762"|"-8.14532679711"
"0"|"-62.6791056533"|"-8.16079128274"
"0"|"-62.6851945739"|"-8.16573351348"
"0"|"-62.686604589"|"-8.17378881468"
"0"|"-62.6829404144"|"-8.18058161768"
"0"|"-62.6734651098"|"-8.19274916614"
"0"|"-62.6598286703"|"-8.19964809184"
"0"|"-62.6509667134"|"-8.22204539362"
"0"|"-62.6549428496"|"-8.2290706887"
"0"|"-62.6498864481"|"-8.23704044138"
"0"|"-62.6103040821"|"-8.25981472368"
"0"|"-62.5999979409"|"-8.27225394069"
"0"|"-62.5927106905"|"-8.27498395747"
"0"|"-62.5853273219"|"-8.27189478961"
"0"|"-62.5814442574"|"-8.27864148166"
"0"|"-62.574133395"|"-8.28066705184"
"0"|"-62.5691653257"|"-8.28729263364"
"0"|"-62.5618577905"|"-8.28402179847"
"0"|"-62.5558808465"|"-8.30677187599"
"0"|"-62.5611017104"|"-8.31384605866"
"0"|"-62.5552122471"|"-8.31940219376"
"0"|"-62.555724203"|"-8.32745138483"
"0"|"-62.5490539135"|"-8.34215699367"
"0"|"-62.5514664425"|"-8.35820981847"
"0"|"-62.539497502"|"-8.35812372086"
"0"|"-62.5319435955"|"-8.37104460296"
"0"|"-62.5254080168"|"-8.37536129055"
"0"|"-62.526076362"|"-8.38306770257"
"0"|"-62.5184121643"|"-8.38475410552"
"0"|"-62.5007681777"|"-8.36614267918"
"0"|"-62.4868875543"|"-8.35922545141"
"0"|"-62.4788552818"|"-8.34568847408"
"0"|"-62.4729096949"|"-8.34076707669"
"0"|"-62.4654143836"|"-8.33975402657"
"0"|"-62.4537085106"|"-8.34918712493"
"0"|"-62.4452701563"|"-8.36249912054"
"0"|"-62.4321867775"|"-8.37204499865"
"0"|"-62.4081847356"|"-8.37746226537"
"0"|"-62.3949099539"|"-8.37568616399"
"0"|"-62.3891846525"|"-8.37667172921"
"0"|"-62.3792448922"|"-8.38092675393"
"0"|"-62.3670229049"|"-8.389613184"
"0"|"-62.3607431659"|"-8.39856321918"
"0"|"-62.3599101166"|"-8.40701269096"
"0"|"-62.3611587525"|"-8.4237038527"
"0"|"-62.3692199248"|"-8.44613585773"
"0"|"-62.363659105"|"-8.4782401308"
"0"|"-62.3659907998"|"-8.49357573134"
"0"|"-62.3600221779"|"-8.50637827811"
"0"|"-62.3539157688"|"-8.51171719073"
"0"|"-62.3372976471"|"-8.51665278106"
"0"|"-62.33316292"|"-8.52777670938"
"0"|"-62.3342735022"|"-8.54620926537"
"0"|"-62.3257426526"|"-8.56372210757"
"0"|"-62.327663227"|"-8.5725512994"
"0"|"-62.3419383154"|"-8.59485801846"
"0"|"-62.3410227654"|"-8.60284248873"
"0"|"-62.3357163615"|"-8.6094991823"
"0"|"-62.289441196"|"-8.63911043998"
"0"|"-62.2812431042"|"-8.63860378145"
"0"|"-62.2792733622"|"-8.62918542122"
"0"|"-62.2942475656"|"-8.6054544965"
"0"|"-62.2932217165"|"-8.59600585726"
"0"|"-62.2892950244"|"-8.58891833986"
"0"|"-62.2742182851"|"-8.58294667238"
"0"|"-62.2688265865"|"-8.57577332307"
"0"|"-62.2427495345"|"-8.58067559124"
"0"|"-62.2285436511"|"-8.59058313883"
"0"|"-62.2030779899"|"-8.59495984914"
"0"|"-62.1883301427"|"-8.59057429727"
"0"|"-62.1801590194"|"-8.61027186837"
"0"|"-62.1746295723"|"-8.6282166531"
"0"|"-62.1765815356"|"-8.63693528909"
"0"|"-62.1957435635"|"-8.63684248834"
"0"|"-62.200468593"|"-8.64430833933"
"0"|"-62.1813796372"|"-8.65789340426"
"0"|"-62.1650243139"|"-8.67940849069"
"0"|"-62.1717107508"|"-8.69508853153"
"0"|"-62.1677440767"|"-8.70324328385"
"0"|"-62.1541309704"|"-8.71045332251"
"0"|"-62.1487390119"|"-8.71832335344"
"0"|"-62.156969898"|"-8.7322250535"
"0"|"-62.1549682316"|"-8.73965591232"
"0"|"-62.1249109534"|"-8.80168641886"
"0"|"-62.097940011"|"-8.80893397389"
"0"|"-62.0742393392"|"-8.79858452583"
"0"|"-62.0504603435"|"-8.7962845473"
"0"|"-62.030998318"|"-8.79972458144"
"0"|"-62.0212705267"|"-8.82361327872"
"0"|"-62.0022071209"|"-8.83271138565"
"0"|"-61.994378773"|"-8.84888005661"
"0"|"-61.9901585058"|"-8.87267402473"
"0"|"-61.9851593245"|"-8.87862071598"
"0"|"-61.9790773468"|"-8.87325792888"
"0"|"-61.9380430099"|"-8.8814260597"
"0"|"-61.9245976703"|"-8.87915745783"
"0"|"-61.905822582"|"-8.87452302168"
"0"|"-61.9029381106"|"-8.86290437775"
"0"|"-61.8792374502"|"-8.86245468282"
"0"|"-61.8599729095"|"-8.85312689914"
"0"|"-61.8596854081"|"-8.85298773238"
"0"|"-61.8636815106"|"-8.83147710457"
"0"|"-61.8625201068"|"-8.82348124756"
"0"|"-61.8567992419"|"-8.81824957137"
"0"|"-61.8609614647"|"-8.80362896491"
"0"|"-61.855624479"|"-8.7890428144"
"0"|"-61.8432380239"|"-8.77942252124"
"0"|"-61.8440449332"|"-8.74739547504"
"0"|"-61.8364376597"|"-8.73273793795"
"0"|"-61.8280437337"|"-8.73263989209"
"0"|"-61.8061839334"|"-8.74779552153"
"0"|"-61.7899577475"|"-8.74517636597"
"0"|"-61.7745424054"|"-8.7482433385"
"0"|"-61.7620492813"|"-8.73716776286"
"0"|"-61.7635487223"|"-8.72881106798"
"0"|"-61.7488175401"|"-8.72378468074"
"0"|"-61.7443225125"|"-8.71742216594"
"0"|"-61.7400672069"|"-8.70987964712"
"0"|"-61.7443786061"|"-8.70256684105"
"0"|"-61.7417899747"|"-8.69520932081"
"0"|"-61.7259071248"|"-8.69361600127"
"0"|"-61.7132101173"|"-8.68786738697"
"0"|"-61.7052967726"|"-8.7075410699"
"0"|"-61.6974586848"|"-8.7095977524"
"0"|"-61.6735171844"|"-8.70503054411"
"0"|"-61.650352092"|"-8.71357198765"
"0"|"-61.6460170814"|"-8.72071312661"
"0"|"-61.6304917363"|"-8.72197370463"
"0"|"-61.6264050597"|"-8.72886789809"
"0"|"-61.6294895469"|"-8.75297074881"
"0"|"-61.6232342477"|"-8.75826855089"
"0"|"-61.6059639374"|"-8.79472840957"
"0"|"-61.5900416442"|"-8.79450870573"
"0"|"-61.5849227376"|"-8.7987023363"
"0"|"-61.5828963397"|"-8.79870344984"
"0"|"-61.5800343874"|"-8.80270652155"
"0"|"-61.5682873888"|"-8.8010993083"
"0"|"-61.5430134094"|"-8.81911134035"
"0"|"-61.5330766999"|"-8.82025135591"
"0"|"-61.5260130532"|"-8.8168496869"
"0"|"-61.520763869"|"-8.8215999861"
"0"|"-61.5204802639"|"-8.82759417218"
"0"|"-61.5136566338"|"-8.83696615466"
"0"|"-61.5114288786"|"-8.86365513113"
"0"|"-61.4920732627"|"-8.88484716633"
"0"|"-61.4844060323"|"-8.90613946551"
"0"|"-61.4684301416"|"-8.91738229839"
"0"|"-61.4916216631"|"-8.94118623469"
"0"|"-61.4965194736"|"-8.95004709017"
"0"|"-61.5205454764"|"-9.00056499853"
"0"|"-61.5279008103"|"-9.01936671559"
"0"|"-61.5305972394"|"-9.04203956161"
"0"|"-61.5402614608"|"-9.05147069056"
"0"|"-61.5462648408"|"-9.06741712229"
"0"|"-61.5466590105"|"-9.06846629177"
"0"|"-61.5544446266"|"-9.08914051389"
"0"|"-61.5548685188"|"-9.09026607246"
"0"|"-61.5568640978"|"-9.10191082883"
"0"|"-61.5584749545"|"-9.11481058959"
"0"|"-61.5557007945"|"-9.12994647391"
"0"|"-61.5430421489"|"-9.14731209975"
"0"|"-61.5395868618"|"-9.15209378573"
"0"|"-61.5388963047"|"-9.15329962371"
"0"|"-61.5318276845"|"-9.17106079939"
"0"|"-61.5235665467"|"-9.17903222361"
"0"|"-61.5202776599"|"-9.19230226937"
"0"|"-61.5212057322"|"-9.20222452155"
"0"|"-61.5280177438"|"-9.23117654818"
"0"|"-61.524789411"|"-9.24286992218"
"0"|"-61.5326375092"|"-9.24890687564"
"0"|"-61.5390297537"|"-9.24403185235"
"0"|"-61.5579926128"|"-9.24163432099"
"0"|"-61.5746579592"|"-9.23724734188"
"0"|"-61.5749007382"|"-9.2373562308"
"0"|"-61.5890166424"|"-9.24368873282"
"0"|"-61.5995419827"|"-9.2560490359"
"0"|"-61.6282665562"|"-9.25711094744"
"0"|"-61.6324099171"|"-9.26430457573"
"0"|"-61.6327632676"|"-9.27650433548"
"0"|"-61.6262390817"|"-9.2840988118"
"0"|"-61.6130951292"|"-9.28002103795"
"0"|"-61.6124181823"|"-9.28042437339"
"0"|"-61.6124870772"|"-9.28489438722"
"0"|"-61.6153482284"|"-9.30624861672"
"0"|"-61.6112696114"|"-9.31574198475"
"0"|"-61.6161465918"|"-9.32683867972"
"0"|"-61.6253199821"|"-9.33943065162"
"0"|"-61.6258485989"|"-9.34203649237"
"0"|"-61.6258514038"|"-9.36302489083"
"0"|"-61.6121832784"|"-9.3559459974"
"0"|"-61.6084724379"|"-9.36316630232"
"0"|"-61.594585161"|"-9.36871300392"
"0"|"-61.5765636942"|"-9.37045831011"
"0"|"-61.5610230843"|"-9.38189947661"
"0"|"-61.5526263874"|"-9.38743589343"
"0"|"-61.5604061559"|"-9.3964145225"
"0"|"-61.5608564381"|"-9.39827091658"
"0"|"-61.550946696"|"-9.41698015404"
"0"|"-61.5558253352"|"-9.42180488499"
"0"|"-61.5566550791"|"-9.43562853793"
"0"|"-61.5628937208"|"-9.4377796477"
"0"|"-61.5816546655"|"-9.4591391342"
"0"|"-61.5739413027"|"-9.46288110016"
"0"|"-61.5785780015"|"-9.47162639904"
"0"|"-61.568993799"|"-9.47687114985"
"0"|"-61.5630885058"|"-9.4851797943"
"0"|"-61.5257358611"|"-9.50181100516"
"0"|"-61.5473279142"|"-9.51123461752"
"0"|"-61.5494895957"|"-9.5152307382"
"0"|"-61.5270478527"|"-9.53327887867"
"0"|"-61.5133794522"|"-9.52854499285"
"0"|"-61.5140161358"|"-9.53926141409"
"0"|"-61.5079680549"|"-9.54047670347"
"0"|"-61.5102947644"|"-9.56510649888"
"0"|"-61.5045991872"|"-9.56795484843"
"0"|"-61.5030980761"|"-9.57301014379"
"0"|"-61.4963761034"|"-9.57438987904"
"0"|"-61.4951224925"|"-9.57877183867"
"0"|"-61.5029559093"|"-9.6153605526"
"0"|"-61.4956689449"|"-9.62479225792"
"0"|"-61.4874064103"|"-9.62655921863"
"0"|"-61.4817233258"|"-9.62382671763"
"0"|"-61.4801074863"|"-9.62467838904"
"0"|"-61.477683314"|"-9.62858868207"
"0"|"-61.4791066605"|"-9.63369619598"
"0"|"-61.4939912057"|"-9.65939014462"
"0"|"-61.5068187664"|"-9.66196846905"
"0"|"-61.5022051586"|"-9.67986186356"
"0"|"-61.5052079652"|"-9.69139411732"
"0"|"-61.5195988703"|"-9.69704606018"
"0"|"-61.5323533915"|"-9.71179081087"
"0"|"-61.5460159573"|"-9.7154202484"
"0"|"-61.5526718098"|"-9.70757549331"
"0"|"-61.5745741433"|"-9.71780660685"
"0"|"-61.5688207975"|"-9.72757025549"
"0"|"-61.555185461"|"-9.72909361155"
"0"|"-61.531436203"|"-9.73992423177"
"0"|"-61.5325470656"|"-9.75799734127"
"0"|"-61.5472910602"|"-9.78755380107"
"0"|"-61.5383274171"|"-9.79344633103"
"0"|"-61.5248484712"|"-9.79574357824"
"0"|"-61.5252112667"|"-9.80764639197"
"0"|"-61.5320507581"|"-9.81977253104"
"0"|"-61.5181795895"|"-9.82303394843"
"0"|"-61.5154376605"|"-9.84342901447"
"0"|"-61.5078504285"|"-9.86109407862"
"0"|"-61.5083290575"|"-9.87262355764"
"0"|"-61.5083918375"|"-9.87409661761"
